reviews,sentiment
absolutely love persuasion friend finally gave bought let moment alexa enters life turn tell siri hell,1
versatile fun,1
love kitchen watch prime video cooking,1
im obsessed alexa tell weather morning play game love guess song upstairs turn tv downstairs cool walk stair alexa,1
love downside cant download app want,1
work perfectly alexa turn light tv roomba,1
enjoy great sound love shopping list,1
use product enjoyment love,1
love,1
good shape,1
best streaming device market 3,1
great buy bought echo love speaker isnt best music work great kitchen timer alarm,1
great product skill needed love,1
like amazon fire stick use tv thank help called instruction use thank good evening,1
great addition echo plus,1
bought compare speaker quality generation speaker like sound better ship daughter like fact generation chargeable base bought keep mobile need better sound,1
work perfect,1
love work,1
like learning use,1
disappointed mandatory upgrade final got upload lost local charlotte nc channel pur news weather cbs nbc abc 2 day later amazon day discount ordered,0
great buy,1
,0
pleased order wanted,1
negative product terrible sound quality massive difference alexa big reason wanted purchase thiswont buying speaker sound quality improve,0
think 5 house convenient set timer check weather,1
best owning mother anti-technology us ease everyday find new reason use,1
love echo purchased company husband 83 alexa great tell joke play favorite song,1
screen response time way better expected sound quality good bright turn screen option dot room hears better responds,1
,1
good,1
work good satisfied,1
love tv fire stick buy,1
work perfectly,1
understand excitement alexa device google one rarely get correct control dish receiver yes set correctly alexa app phone got 129 good deal ti definately worth 229 price maybe month better deaf dumb recommend item current time,0
control smart home device work great,1
clear sound great alarm clock play music ask oh yeah order need,1
personal,1
love,1
enjoy little thing lot like joke tell im learning different function,1
fast response amazing clear concise answer sound quality fantastic getting alexia usde echo extent,1
great prime day buy,1
great,1
great buy,1
great speaker lot capability fun learn use,1
love dot,1
fun got today pod car use house,1
daughter wanted white boombox good 11 yr old decided echo dot request white bt good speaker loved gift nice option thing internet,1
guilty setting youngest daughter trouble figuring assume difficult tried use oldest like ordered,1
setup easy usage intuitive ive away home work great,1
prime day 2nd gen echo sale couldnt resist beginning smart home set couldnt happier alexa amazing job connecting smart device thanks control light smart plug tv etc trouble connecting echo wifi phone app work perfectly fine let add skill routine smart device timer sound quality good audiophile alexa hear voice watching movie high volume design great modern definitely add nice touch home change cover youd like sale overall great addition home enables possibility havent sure add alexa home,1
easy usei watch favorite movie,1
easy use quicker looking cell phone,1
fun got today pod car use house,1
received echo dot today good condition advised paid 2999 amazon writing raised price 3999 research buying good dealset dot went simple plug follow app instruction initially took actually iphones wifi setting called amazon customer service dunno lately ive getting terrible support guy took rambled completely unhelpful script ended setting dot middle spielim sure norm refurbished dot pretty finicky wifi range randomly disconnect app show range 5ghz connection strong reconnecting pain time wellall said alexa work work amazingly dont speaker hooked thing enjoy mics range sensitivity annoying limitation apple siri shes playing audio device speaker music podcasts etc hey siri feature useless alexa problem hearing playing time amazingly fast responsiveness havent tried louder speaker im sure continue hold truesetting alexa control wireless device breeze albeit limitation support arlo device nil special setting led device eg rainbow effect alexa cant handle know change solid color brightness levelsall rating wouldve lower gotten decent price item connectivity problem persist exchangereturn item dont want alexas kind growing,1
easy set poster despite small size speaker adequate understands instruction room happy purchase,1
,1
2nd echo dot working want bedroom par small blue tooth speaker nite went sleep sound thunderstorm provided echo dot planning dot turn bedroom lamp receive smart plug ordered,1
like,1
discovery phase far enjoying smart home feature installed,1
like connect bluetooth adapter like google reason 4 star volume level external speaker easy use,1
stream amazon prime netflix,1
work expected,1
great price love echo dot,1
best bedside clock assistant,1
far good tech savvy im trying figure easy set far easy use lot apps use play fun,1
love echo dot help husband netflix apps amazon fire tv problem refurbished planning getting amazon fire stick bedroom,1
cool product speaker sound good spotify blasting,1
love itshe helpful use remembering thing sleep ask week learning,1
work optional camera conferencing good feel like bezos spying,1
love able information alexa give notification turned let know order delivered tell order use echo screen pull detail order use alexa skill call uhyour echo,1
bought daughter turned 9 love especially like calling feature doesnt cell phone love playing music dancing amazon music play favorite song lol,1
product replaces 1st generation fire stick improvement speed showing amazon content apps downloaded product bought prime day 19 best deal,1
buy amazon make againthis fire stick year old restart freeze constantly warranty amazon clue horrible device buy built amazon,0
awesome item buy,1
far love working getting thing set love grocery list app,1
love fire stickeasy set load show free plenty rent buywe use pluto tv tubi thats tvalexa make easy find movie wantwe love money save,1
best thing ive invested thank,1
love tvmovie selection like fact rent movie dont selection,1
great product - understands accent,1
love fire stick easy use alexa make quicker tv show music,1
havent learn echo far pleased,1
like,1
work fine realize dont need dont use,0
enjoy thing learning,1
love want soon,1
awesomeunderstands kid,1
great sound quality low,1
learning capabilitiesbut far pretty pretty pretty good,1
like learning use,1
bought son love,1
perfect favorite alexa device far specially ring camera amazon cam job changed echo main living room reactive good job amazon,1
good sound like music scheduling like random thought recorded think joke cute,1
use office apartment music information,1
echo worth penny like having 3 household employee small flat rate bedroom living room drop-in use intercom listen music answer quick question alarm wake school etc,1
like alexa device small,1
sound quality,1
bought echo dot loved got work absolutely love,1
purchased 83 year old mother-she love talking alexa responsive-can detect room,1
work great,1
speaker arent loud alexa great naw,1
totally clear picture numerous channel available kitchen tv,1
screen microphone speaker alexa life inside yup echo expectation met,1
love love,1
second echo dot speaker weak purchased listening music speaker great,1
wanted use bedside clock ability play music podcasts sadly continuously scroll 34things try34 wont stay clock face amazon,0
excellent didnt think beginning love,1
love love love,1
1 6 echo device house currently deployed bedside alarm clock use basically echo dot clock attached occasionally pull camera video audio quality screen quality appropriate music watching video time work alarm clock flaw particularly bed wake doesnt like engineer actually tested bedroom 2 people different schedule try walking dark bedroom sleeping wife waking saying alexa set alarm 5am having alexa repeat ok alarm set 5am good suppose whisper fumble volume button stupid plain simple device need brought 1990s simple touch screen interface added set alarm know cumbersome interface situation set alarm alexa app phone thanks im picking phone set alarm use built alarm save step engineer allow alarm turned touch screen example wake minute early cancel alarm speaking waking spouse interface touch screen cancel alarm gone great separate snooze cancel button currently touch snooze swipe cancel easy half awake snooze think cancelled snoozed alarm go minute later amused longer sleeping wife let know summoning alexa turn bathroom light im shower,1
make big difference searching program easier older fire stick faster,1
love amazon need reference cohesive link user manual dont hour research website plus instruction alexa skill great answer dont know skill ive added app ie kwikset pizza hut,1
thing great,1
love fire stick allows choice ditch cable,1
45 5 star generally like product great ask like playing music setting timer making call reason didnt rate 5 5 connection dy echo stop playing music show red ring connection issue overall great product,1
love spot,1
regret waiting long purchase item surprised pleased sound quality,1
cool product speaker sound good spotify blasting,1
worthy successor echo dot right home bed room alarm clock price come stand,1
im learning use far echo great sound actually better expecting,1
,1
trouble hearing wake word despite trained voice wonder buying refurbished google home mini problem hearing louder,1
work great video function nice communicating drop-in,1
work perfect,1
itiswhat sound great ony thing dont like camera seen working amazon asked echo camera didnt know saying know turn camera cant dhiw u whats recording hmm,1
great technology cant believe speaker volume quality wonderful wish bought,1
love,1
initially echo dot worked time dot stopped responding alexa foot yelling echosecho dot room respond response echo dot recommend buying refurbished,0
im original purchaser echo came limited test phase ive loved expanded alexa usage adding echo dot house finally decided jump buy echo plus let tell great choice love original echo plus obvious upgrade immediately noticeable sound great fact got built hub philip hue light huge plus,1
absolutely love product easy use better scrolling channel,1
perfect cost effective solution thank amazon,1
need smarter,1
pleased purchase echo smart speaker - love fact play music different genre wanthad trouble wi fi working,1
excellent,1
great product,1
work great easy use 4 year old navigate,1
sound quality wasnt great inexpensive,1
love want soon,1
outstanding work awesome music sound clear loud alexa smart,1
love 2 dot echo medium size room loud external speaker use external dot,1
love -- best experience refurbished device excellent,1
thank great product,1
useful,1
love having hard time setting apps,1
pretty fun nice speaker responds question doesnt understand command time,1
speaker surprising quality happy purchase,1
impressed look clarity sound color,1
like product speaker high quality expected,1
cool lot fun week learning capability,1
easy use favorite program inclusive buy,1
nice speaker,1
love,1
able watch show love,1
product sounded emoji speaker sister bluetooth doesnt need plugged good thing speak,0
purchased echo 2 week ago love product definitely recommend,1
returning piece garbage soon possible lifetime amazon spending approaching nearly 40000 im sure im small customer ive rarely disappointed hundred thousand amazon purchasesi 8 echo home automation bought echo plus specifically built-in hub approximately 600 zigbee light switch voice control subpar work rarity disappointed product strongly discourage investing amazonzigbee ecosystem value money expect working product need look,0
echo doesnt come built battery plugged time use make inconvenient,1
difficult set keep timing enter password,0
awesome,1
amazing far got day,1
connected home sound system play prime music google home mini cant work,1
great echo,1
pleased echo 2nd generation nice alexa available music weather news probably lot havent discovered,1
disappointed alexa doesnt hear doesnt respond request,0
love fire stick remote easy set use endless amount apps download smart tv 100x better feature smart tv offer,1
work techie friend looked said adapter wasnt strong power looked like bought dollar store going replace adapter hope work,0
listening talk radio morning turning light etc system excellent job house sound system streaming sirius,1
week setting longer work connection light sound guess shouldnt purchased refurbished dot,0
music weather time,1
subject line love,1
best price find useful answer question handy find phone intercom system,1
work great bt receiver output connected vintage stereo equipment,1
best,1
work great bought shop like intercom house,1
combination smart plugins alex app turn stuff phone telling alexa order stuff answer watch video weather set alarm video device,1
volume setting half speaker sound like rattling crackling vibrating id understand volume set higher speaker distorted over-driven doesnt sound like over-driven case sound like rattlecrackle possibly bass high learned ability adjust sound characteristic volume attempt exchange assuming isolated problem,0
like new,1
,1
im impressed quality sound echo definitely comparable bose mini gave 4 star cant use apple music account,1
like availability instant music house,1
work great,1
love fire stick installing highly recommended apps discovered lot channel dont cable provider included dont pay extra subscribing streaming apps come paying way cable tv,1
love daughter enjoys telling alexa haha,1
hesitant purchase smart home good electronics surprised easy set link bluetooth sound bar tv provides extra sound music call finally hear people home cable paid apps like netflix hulu alexa provided news station weather update great hear linked account turn light walk door purchase re-orders amazon pet heard bad happened home place 911 regardless unplugged important extra layer protection living tech savvy bf went bought week having buy,1
love got boyfriend birthday kid blast asking alexa kind question having tell silly joke love,1
hesitant buy echo echo dot good echo sound quality didnt feel needed glad got difference sound far superior echo dot listen greatest showman little power,1
easy set nice looking interface like new slightly larger remote 1st gen little remote misplace time great price,1
love,1
work pretty,1
love,1
easy set,1
glad bought,1
thing great good sound expected linked light use alarmcom,1
perfect kid adult,1
alexa program great quality best definitely louder,1
use primarily play music work wonderfully getting thing amazon sent tip got thanks help,1
having large screen majes enjoyable experience thing missing youtube,1
great addition breakfast room kitchen tune information instantly available slowly learning feature,1
easy use,1
love use cell phone echo dot use echo dot intercom,1
pleasantly surprised accuracy alexa unit responsive easily respond tv music playingi pair smart bulb dim ease voice app fidelity good sizemy regret liked silver model fabric cover unimportant issue,1
love,1
nice product,1
love alexa savvy support helpful patient,1
wanted security video camera having use phone work great extremely easy set,1
great device,1
love firestick kid love talk alexa weather local news etc,1
cant turn 34things try34 screen scroll big promotion device amazon packing sending want head,0
need,1
bought 2 quit connecting wifi responding voice 9 month hard soft reset fix problem,0
work great - son room use drop option attention gaming watching tv,1
helpful playing music setting alarm talking lonely,1
like way watch live show need cable provider,1
work advertised easy setup learning,1
got wedding gift havent discovered feature update playing music great,1
like having alexa device house sale price amazon prime day tempting,1
easily configured hub capability excellent sound quality size unit,1
love echo device wonderful,1
item described delivered time thank,1
great,1
sound great hub,1
bought refurb work new one bought prior came original packaging,1
echo plus built-in hub - black amazon,1
got love alexa house,1
love like philly visiting son decided buy prime day,1
great product versatile easy use,1
need smarter,1
great bought bought right away grab smart switched youre set smart home capability 150 highly recommended,1
love play music work great finding recipe need family adapted machine,1
work expected fourth son love room easy set alarm play music,1
offer hour entertainment easy install activate,1
love having alexa house favorite feature timer alarm music especially library sleep sound got product gift kid love great reading time timing 30 minute itthe thing dont like plugged outlet function ifs ands buts minorly inconvenient room room purchase lol,1
ease set ill fun sitting feature making house smart home,1
,0
like responds time easy set im learning like better speaker,1
dont like go sleep mode 20-30 minute inactivity shouldnt wake fire tv finish watching,0
,1
like,1
thinking getting long time excited arrived bundled philip hue bulb excited ended quickly spend total 4 hour attempting add bulb alexa echo plus tried ended discovery failed message tried set watched youtube video read set website poster child insanity thing expecting different resultsthe day went amazon tech support hoping thing work problem operator error 3 tech support staff 1 hr 19 min phone didnt work product tested patience far experience shifting mindset going smart home kicking old schoolthe reason gave star amazon sending different echo plus light bulb problem wasnt bulb packing item purchased bulb alexa couldnt locate devicei pray attempt successful revise rating odds shipped defective echo support person thought maybe exploring google device cant look hub look like defuseri cant believe didnt find youtube video problem looked simple seamlessnot experience ok im review spend wasted time weekend,0
love great bathroom listen news showering listen cnn live serius sm,1
pleased echo sound music word tune news weather color screen photo better,1
didnt realize needed external power source order utilize fire stick thought line flash drive device singley plugged tv amazon fire stick enjoyed moment definitely recommend product,1
easy use setup,1
problem,1
good value,1
love,1
week love control item house im make feel better away house people dont know gone alexa disappointed,1
im big fan echo one went im bathroom work great expected,1
great product - understands accent,1
work great,1
love ive listened song havent heard childhood news weather information great,1
great sound video plus great stuff alexa offer turn light,1
love thing thought wouldnt stay clock suffer ad forever light sits clock comfortable eye easy set love,1
wonderful product fast delivery,1
great sound responsive voice command,1
good pretty low,1
highly recommend spot connected kasa camera convenient ask spot 34show camera34 door love soon amazon good sale getting good job amazon,1
love able control light door music,1
speaker better,1
unit add pleasure echo plus music information home room,1
,1
great product need bit adjustment set spotify time weather etc hong kong work fine alarm clock music bedroom love,1
bought son didnt work return,0
long alexa thing sure like far lot learn play,1
love,1
easy set great sound,1
liked sound troubling paid extra money access million song doesnt work ex alexa play italian songs34 dont don34 t understand play opera tosca response 34sorry don34t,1
bot 2 prime day use clockradio bedroom family room control light watch door doorbell ring music sound good good echo way better dot buy 1 amazon device spot,1
fantastic happy purchase,1
alexa amazing wife hated bought thought didnt need day fell love alexa lol convenient setting timer listening music playing music dog im home connecting bluetooth speaker party playing movie love,1
like new difference new unused original,1
prime video,1
enjoying different feature alexa especially listening music audio book,1
easy install running minute,1
loving way google home device ive couple month youre amazon prime subscriber value greater google im listen free music prime better alternative audible watch movie display little small lot watching sound louder youtube need available issue 35 4 star fix youtube 5 star item alleviate sound ive paired blue tooth speaker right sits living area think shine office desk great offer purchasing additional nightstand amazon alexa item household felt happy adding house felt stupid google home,1
love got boyfriend birthday kid blast asking alexa kind question having tell silly joke love,1
love,1
set easy,1
satisfied echo alexa control light family room wife listen jimmy buffet asking alexa,1
returnef item speak spanish,0
disappointed product tried install different unit successfully completed hour amazon technician resetting app didnt connect echo plus internet connection tried application phone tablet chromebook luck clean direction application probably sending amazonmark ready prime time,0
loved,1
work great,1
love love echo plus turn light dim voice command like listening kindle book one didnt purchased audible like play music amazon music pandora tunein heart radio spotify echo play local radio station love echo connected tivo bolt allows tivo pause stop play want simple voice command love reorder item purchased amazon echo plus notifies order mailed delivered package delivered dislike youre close far echo doesnt respond think need improve microphone wish speaker better speaker okay improved echo dot given problem internet day received red light right echo plus error sorry im having trouble understanding try later research online learned problem connecting internet easy find found odd dot wasnt having problem connected network,1
bought security camera system perform like thought doesnt alert door cant talk person door echo cell phone,1
having received gift writing initial thought compared google home minipros way easier setup google home mini able connect smart home device unlike google issue making phone call clearer receiver understand mecons need enable skill functionality google home built functionality search web answer question easier amazon echo connect youtube,1
great item im glad purchase prime day,1
easy set poster despite small size speaker adequate understands instruction room happy purchase,1
love easy use best prime day purchase,1
dislike lot expected,1
,1
fast shipping work,1
love,1
love dot awesome connects room like youve read review definitely lower volume im sure connected speaker device great stand volume ok definitely like tall echo dot dont pick voice good tall echostill totally love recommend 100,1
work,1
work great,1
far like bought music sound pretty good,1
nice product,1
enjoyed changing directv channel play iheartradio pandora adjusts ac thermostat turn living room light outside light,1
little nervous received new echo im tech savvy found bit intimidating didnt long figure im happy purchase thinking adding echo spot,1
love play music everyday voice activated make easy,1
happy original echo thought id echo dot use bedroom disappointed audio quality connected external speaker bluetooth audio better started having problem loosing connection wifi presumably interference bluetooth connected speaker auxiliary jack auxiliary jack picked interference wifi woken middle night horrible buzzing sound im hoping amazon thing good deal echo spot hope better nightstand device,0
fun interact,1
liked 100,1
think doesnt play music answer stupid question finally able hook thermostat price dropping like rock,0
extremely impressed item bought 34warehouse34 34outlet34 34minor imperfection cant tell work great didnt come packaging sealed damage wasnt missing like sound quality knock bose great family easy use minor learning curve learns voice integrates seamlessly amazon servicescant wait classroom lot fun speaker let plan,1
fairly easy use,1
worked exactly expected speaker great sound perfect classroom,1
loving starting june hulu stopped working crunchyroll doesnt work probably switch soon,0
fun use make life easier sense,1
love clock tell set alarm fussing button,1
android allow alexa connect fortunately sister apple cell hour tech support fixed glitch running,1
fun farstill learning work,1
like helful certain thong supported amazon,1
love,1
pleasedsimple figure,1
better 1st gen way miss ring volume control quicker easier grab twist having look button find 34-34 press time wish bass bit better great device im happy,1
great little gadget house ask delivers period,1
learning amazing simple work right box frustration getting amazon alexa app t samsunggalaxy google android,1
work perfect wear tear device love alexa working making home smart,1
,0
bought prime day,1
amazing paroduct,1
work great apps start buffering probably internet love alexa voice control,1
purchased 34personal34 contact vehicle engaging long distance grandchild work perfectly regard resolution sound better expected highly recommend,1
s great tool helping information,1
alexa,1
replaced clock google mini nightstand outstanding little device hope update simple face font color option clock,1
fast service got ordered thank,1
work great love fact play music group device,1
loved alexathis new level love fun watch movie trailer weather complete listen musicthe lyric appear discovering echo highly recommend take alexa completely new world,1
fun enjoy hooked light tell alexa want connects spotify alexa resume playlist pick right ended feel like there im excited use,1
speaker sound good,1
work great upgraded echo dot size echo couldnt happier,1
say picture quality better receiving cable tv downside pause movie couple minute take long time come message internet speed slow im clocking 300 mb house good day voice command alexia doesnt work operator error 20 cant beat,1
given 7 year time birthday gift dad love ask alexa answer plus good homework purchased prime day bathroom im getting ready work listen music 4am base metro booming replacement clock radio plus echo dot night stand alarm clock,1
ok,1
love remote wasnt spending money replacing battery upsetting spent money great device battery,0
work sound great house barely 1100sf sitting kitchen counter hear speak room lot functionality discover,1
need buy 100 hub work samsung tv device want money thing wont turn tv buy hub whats point having hub doesnt support half device dont buy thing want spend 100 hub wont work device echo dot better google device actually understand talk,0
easy install intuitive use happy purchase,1
time alexa little 34thick34 good,1
easy set use thought,1
good quality,1
mom bought echo dot repeated ask great told day 6 hour later live life amazing large speaker small echo dot returning youre going order alexa speaker big echo toull returning echo dot couldnt live,1
purchased fire stick able watch movie convenience love variety genre enjoy give ability watch tv show awesome,1
great product easy install use necessity commodity,1
cool product easy setup fun use sound quality better anticipated,1
item returned repair receivded item repair 072318 part missing power cord includedplease advise,0
amazing product learnimg thing,1
didnt like everytime asked alexa question dont know havent learned,0
love kitchen work,1
,0
bought mainly speaker playing music video phone working read instruction working,1
,1
easy use hoped,1
advertised connected smart bulb problem,1
like new problem whatsoever alexa thank,1
work great,1
great tool toy room-filling music convenient use fun 4 star supposed work logitech harmony remote nope supposed work denon av receiver nope amazont fault advertised skill actually work echo ring skill work correctly device want door,1
love work great making home smarthome,1
pleasantly surprised sound quality feature nice easily hear particular artist hear book simple command looking forward exploring option device,1
week learning alexa learning process love music time listen podcasts radio station started keeping shopping list grocery list love dont search paper pencil getting time temperature great wait weather report sound good fussy woofer tweeter base etc echo fine afternoon going try dropping inon son get home going surprise,1
thing lot cooler thought read audiobooks love camera im work,1
cant baby monitor purchased didnt realize read review alexa skill syncing nest cam considering poor review fact simple fix surprised amazon hasnt upgraded software allow 39 minute viewing alert like nest app,0
work better anticipated thing awesome,1
feel voice feature useless lot channel stream,1
best thing sliced bread,1
bought mother love itshe love guard dog featureshe say give sense security night leaf house,1
yes met expectation snooze alarm need work tap snooze swipe prompt dismiss glass cant read snooze day dismissed tomorrow alarm went set mon-thu fri dont need early apparent indicator alarm set nice old alarm red light,1
like item echo dot purchase philip hue bulb came plus purchasing plus time use capability bulb use echo dot turn bedroom light like plus great roomkitchen area far 5 star,1
love learning capability having lot fun,1
item worked box broken spent day trying working running 34fixes34 amazon thing accomplished order refurbished device,0
echo dot easy set use help provide music etc small space looking,1
great entertainment,1
great definitely get little old 30 cant regret love having hooked speaker bluetooth waking smith,1
expected,1
love love new little gadget life easier like having personal secretary living home hardly need cd anymore alexa play need going alexa dot soon room thanks,1
gave gift - loved,1
love thought im addicted,1
love,1
love glad got prime day having totally pay price,1
hard hear blue tooth better speaker,1
super easy set loving new echo,1
loved talking box able easily set,1
super easy hook program use music feature love set reminder phone echo remind set time great news update,1
perfect,1
love,1
love echo video chat kid grandkids kitchen run alexa add grocery list use easy set,1
good speaker bedroom office,1
work easy set,1
5 star turn 34things try34 screen read buying spot amazon update enable turn extremely annoying look time instead 34things try34,1
,1
awesome,1
work fine,1
item work certified refurbished mean work advertised instead item crashed soon turned plugged trying connect phone echo dot crashed disconnect orange light freeze thing reboot blue light alexa tell ready connect freeze mid sentence tried holding action button 5 second didnt returning immediately hope actually fix item buyer purchase,0
size screen thing 25,0
purchased daughter love amazing love game,1
like alot connected play pandora asked weather time morning got rid old fashioned digitol clock music play unlimited im going ask vacation thing comfortable definitely worth money,1
love amazon echo think sound quality great lot fun handy music update weather sport,1
awesome echo echo dot spot disappointment little control screen show clock look like order thing etc point hadnt thrown box away immediately sent got size echo,0
video call mom,1
best alexa enabled device versatile useful sound way better dot good regular echo screen make difference world,1
like respond comands great product,1
great product,1
,1
second echo home mexico usa home easily stay touch drop house arent check use turn light security system home echo dot room love technology ask question play music,1
expectedalready 2 show,1
firestick easy use super easy set like platform feel better expected worried lagging im hoping utilize firestick eventually break away cable im confident happen,1
efficient amazing cool use day,1
love great product,1
husband 34late adopters34 come technology decide try echo serve primarily music source wow amazed great sound weve having great time listening favorite song buy asking alexa buy elderly dad - think enjoy having listen music place call,1
bought product hoping alexa pretty developed far expecting responsive 100 piece crap doesnt know respond question amazon told ask echo button manual step 3 device potential given big screen decent sound 200 buck reccomend 100 spent feel like got shorted oh lastly device pretty useless prime membership linked personal account thing literally decorated bluetooth speaker went family account got work minimal oh prime membership music pas thats extra 399 month leaving item subscription nightmare overpriced decorated bluetooth speaker eye zero star,0
work great delay bringing ring camera sound video quality good,1
wish came lightbulb work great fast delivery enjoy,1
,1
receive cpr classical station great soundwhat like learning curve mistake,1
awesome love able turn light dont walk dark home video chat nephew live state away asking alexa,1
best purchase year,1
im able connect prime quick,1
echo screen need work considering google home,1
work great,1
impressed,1
having living room music sound good living room hear upstairs,1
work great killer speaker wife son love,1
echo dot responds arent talking ive unplugged feel like 34spying34,0
love having hard time setting apps,1
good value,1
im sure echo cool saysbut wont try large covered porchthe package left step day forecast 100 chance rainand rain soaking package im going open bad damage order cursed beginning ordered birthday gift delivery scheduled day rain-soaked,0
like fact kind music prime want request alexa liked informative photo little pamphlet wish included connect tv etc command alexa love having music,1
great product set easy sound wonderful,1
good device,1
performs pretty expected disappointed provide terminology need play kind music subscribing amazon music service understand music choice limited knowing ask access music provided free echo purchase chart showing language need use,1
love,1
love,1
little intuitive regular echo plus little harder pick youre saying combined household having speak loud hear cross activating one rename overall work adept thing original echo plus,1
work perfectly,1
cool product easy setup fun use sound quality better anticipated,1
connected phone playlist,0
son love echo dot,1
pleasantly surprised sound quality echo big fan deep bass sufficient potential control home option explore evolve home smart home voice recognition impressive stylish fun regret purchase great technically change people ask play song movie responds instantly elderly loved great gift connected wifi simple use want unlimited music control sure amazon prime premium spotify blown away personal dj conversation echo embarrassed echo laugh couple time ask tell joke tell package amazon prime addict come extremely handy,1
love personally prefer spotify music great able set default there day go music home reason got pup calm leave tell alexa play classical music jazz work wonder he lot calmer doesnt bark lock door start walking away,1
love echo plus drawback battery plugged time make inconvenient use outdoors,1
nice,1
talk play type music want listen turn ask,1
love work great alexa problem getting better day im expert think sound quality fine perfect good,1
love having alexa house favorite feature timer alarm music especially library sleep sound got product gift kid love great reading time timing 30 minute itthe thing dont like plugged outlet function ifs ands buts minorly inconvenient room room purchase lol,1
learning use thing sure smart haha started reading book yesterday like way control brightness light turned night,1
love echo,1
work great sound great miss beat wish battery better portability,1
fun interact,1
original alexa tap far 2nd generation best im happy making improvement new oneit great update little ai think help lot bug happy play music house adjust bass treble thank,1
bought 2 plus 2 echo dot 2nd generation prime day love echo plus easy setup reason 4 star fact arrive free philip hue white a19 single led bulb work amazon alexa find,1
great streaming device,1
love dot hoping add couple apartment reason didnt 5 star wish speaker little better know amazon probably wanted cost item like play music apartment busy thing added speaker little wattage bass response great bathroom kitchen lot space sized echo willing pay 10 20 dollar better speaker oh love im going find bluetooth speaker sound good doesnt lot space,1
cool little speakeri love alarm connected speaker sound great,1
great echo,1
great product,1
dont like load hulu account slow know internet connection xbox work fine fire tv stick take forever load,0
excited,1
ability respond accuracy variety information provided google search spoiled mei originally expected type search engine echonot ability alexa provide detailed information packageperhaps improvement offing update,1
love amazon stick,1
cheap cheap sound,0
love - strictly music great,1
easy set,1
great price love echo dot,1
love spot favorite feature 34alexa start day34 love hear weather traffic word day go right favorite podcast dressed,1
im loving easy access music book listen amazon music audible treble mid bass sound well-equalized love easily area house plug nice light weight good length cord,1
im paranoid person 30 year got hooked idea cloud based home control yes love echo stuff create isolated vlan home network run device including cheap one require sign questionable website download app carful people entering wi-fi password site thats vetted location app askes good thing try stay device work directly alexa hub third-party app amazon control type device sensitive information handled,1
voice clarity eavesdropping effort easier - government,1
cool lot fun week learning capability,1
good new like brand new save money,1
alexa wake everyday work station iheart radio spotify want plus smart home device shell useful shes helpful answering random question small screen suck video small round nice time picture,1
,1
liked original echo shorter greater fabriccolor choice miss volume ring plusminus button big deal ring w comforting like use standard usb charger port instead previous round pin guess sound work answer alexaechocomputer whats like,1
efficient amazing cool use day,1
love,1
love thought im addicted,1
good new,1
overall like siri phone need dont smart home dont intend fun use music read audible book,1
love fire stick,1
didnt order,0
small convenient dependable dot cutie alexa job askmy issue fidelity expected small speaker,1
awesome product,1
sound fantastic classic music like orchestra home control sound screamig twist tell 34alexa volume 334,1
,1
love new addition house speaker quality great love alexa complaint suggestion future series better communication ability example smart light house specify kitchen light 1 kitchen light 2 prior command wont respond say doesnt recognize want alexa respond thank repeat alexa thank time wont respond husband know sound odd laugh maybe southern thing want alexa manner,1
cool,1
bought office bedside table fantastic screen big drop feature communicate mom cant wait prime day mom bedside table,1
love getting use alexa getting use voice doesnt answer think internet low updating voice isnt strong havent annoying stuff complaining thank goodness didnt listen review paid attention apple guy,1
complaint sound quality isnt great use command dot hooked stereo system play music couple friend dot dont mind audio quality youre bothered kind thing id size echo sure hook larger speaker,1
worked advertised thanks,1
love echo plus cousin italy visiting love want work italy answer question asap,1
love,1
love thing talk wall room amazon lover amazon music unlimited kindle unlimited prime video etc ready came screen nice havethe thing resembling doesnt perfectly understand song want hear deep southern accent lower alabama dont speak english anyways,1
great product prime day price took figure connect wireless network echo device home came philip smart bulb better having clapper found instruction online wake music philip light easy set instruction option song want wake,1
love product nice easy access info,1
,0
far fun use learn deal alexa learning finding plus process making house smart house control alexa,1
great sound easy set,1
love echo awesome speaker love fact listen music word come liking far able read whats shopping list list notification,1
,0
good,1
